bus,Plant_type,Gen,isa_slack,Gov,Exc
8311,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8312,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8378,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8458,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8473,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8486,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8515,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8522,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8564,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8605,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8625,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8630,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8670,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8676,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8683,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8702,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8721,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8729,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8771,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8795,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8807,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8818,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8858,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8871,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8872,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8875,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8903,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8927,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8946,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8950,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8956,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8961,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8973,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8976,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8981,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8987,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8993,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
8997,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
9001,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
9039,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
9043,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
9055,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
9067,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
9097,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
9101,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
9108,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
9137,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
9140,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
9150,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
9174,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
9180,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
9239,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
